DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1998-09-01,1998,1,9,VALOR12_TNOTES212,1998-09-01T00:00:00-03:00,4.67
1998-10-01,1998,1,10,VALOR12_TNOTES212,1998-10-01T00:00:00-03:00,4.09
1998-11-01,1998,1,11,VALOR12_TNOTES212,1998-11-01T00:00:00-03:00,4.54
1998-12-01,1998,1,12,VALOR12_TNOTES212,1998-12-01T00:00:00-02:00,4.51
1999-01-01,1999,1,1,VALOR12_TNOTES212,1999-01-01T00:00:00-02:00,4.62
1999-02-01,1999,1,2,VALOR12_TNOTES212,1999-02-01T00:00:00-02:00,4.88
1999-03-01,1999,1,3,VALOR12_TNOTES212,1999-03-01T00:00:00-03:00,5.05
1999-04-01,1999,1,4,VALOR12_TNOTES212,1999-04-01T00:00:00-03:00,4.98
1999-05-01,1999,1,5,VALOR12_TNOTES212,1999-05-01T00:00:00-03:00,5.25
1999-06-01,1999,1,6,VALOR12_TNOTES212,1999-06-01T00:00:00-03:00,5.62
1999-07-01,1999,1,7,VALOR12_TNOTES212,1999-07-01T00:00:00-03:00,5.55
1999-08-01,1999,1,8,VALOR12_TNOTES212,1999-08-01T00:00:00-03:00,5.68
1999-09-01,1999,1,9,VALOR12_TNOTES212,1999-09-01T00:00:00-03:00,5.66
1999-10-01,1999,1,10,VALOR12_TNOTES212,1999-10-01T00:00:00-03:00,5.86
1999-11-01,1999,1,11,VALOR12_TNOTES212,1999-11-01T00:00:00-03:00,5.86
1999-12-01,1999,1,12,VALOR12_TNOTES212,1999-12-01T00:00:00-02:00,6.1
2000-01-01,2000,1,1,VALOR12_TNOTES212,2000-01-01T00:00:00-02:00,6.44
2000-02-01,2000,1,2,VALOR12_TNOTES212,2000-02-01T00:00:00-02:00,6.61
2000-03-01,2000,1,3,VALOR12_TNOTES212,2000-03-01T00:00:00-03:00,6.53
2000-04-01,2000,1,4,VALOR12_TNOTES212,2000-04-01T00:00:00-03:00,6.4
