DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((% a.a.))
1983-05-01,1983,1,5,VALOR12_TNOTES1012,1983-05-01T00:00:00-03:00,10.38
1983-06-01,1983,1,6,VALOR12_TNOTES1012,1983-06-01T00:00:00-03:00,10.85
1983-07-01,1983,1,7,VALOR12_TNOTES1012,1983-07-01T00:00:00-03:00,11.38
1983-08-01,1983,1,8,VALOR12_TNOTES1012,1983-08-01T00:00:00-03:00,11.85
1983-09-01,1983,1,9,VALOR12_TNOTES1012,1983-09-01T00:00:00-03:00,11.65
1983-10-01,1983,1,10,VALOR12_TNOTES1012,1983-10-01T00:00:00-03:00,11.54
1983-11-01,1983,1,11,VALOR12_TNOTES1012,1983-11-01T00:00:00-03:00,11.69
1983-12-01,1983,1,12,VALOR12_TNOTES1012,1983-12-01T00:00:00-02:00,11.83
1984-01-01,1984,1,1,VALOR12_TNOTES1012,1984-01-01T00:00:00-02:00,11.67
1984-02-01,1984,1,2,VALOR12_TNOTES1012,1984-02-01T00:00:00-02:00,11.84
1984-03-01,1984,1,3,VALOR12_TNOTES1012,1984-03-01T00:00:00-03:00,12.32
1984-04-01,1984,1,4,VALOR12_TNOTES1012,1984-04-01T00:00:00-03:00,12.63
